"id";"timestamp";"activity"
"23";"01-01-1970 01:03:47.900";"IN_7_3-y"
"34";"01-01-1970 01:03:48.000";"IN_2_3-x"
"48";"01-01-1970 01:03:48.600";"IN_1_0"
"46";"01-01-1970 01:03:48.600";"IN_2_0"
"44";"01-01-1970 01:03:48.600";"IN_3_0"
"42";"01-01-1970 01:03:48.600";"IN_4_0"
"47";"01-01-1970 01:03:48.600";"IN_5_0"
"43";"01-01-1970 01:03:48.600";"IN_6_0"
"45";"01-01-1970 01:03:48.600";"IN_7_0"
"21";"01-01-1970 01:03:51.000";"IN_7_3-y"
"34";"01-01-1970 01:03:51.000";"IN_3_3-x"
"20";"01-01-1970 01:03:51.000";"IN_6_3-x"
"36";"01-01-1970 01:03:52.400";"IN_7_3-y"
"40";"01-01-1970 01:03:52.700";"IN_6_3-x"
"34";"01-01-1970 01:03:53.200";"IN_4_3-x"
"26";"01-01-1970 01:03:53.400";"y-S1_0"
"6";"01-01-1970 01:03:55.800";"y-S1_0"
"1";"01-01-1970 01:03:56.000";"IN_1_3-x"
"31";"01-01-1970 01:03:57.500";"y-S1_0"
"1";"01-01-1970 01:03:58.200";"IN_2_3-x"
"31";"01-01-1970 01:03:58.800";"y-S2_0"
"1";"01-01-1970 01:04:01.200";"IN_3_3-x"
"20";"01-01-1970 01:04:02.600";"IN_7_3-y"
"1";"01-01-1970 01:04:03.400";"IN_4_3-x"
"30";"01-01-1970 01:04:03.600";"IN_5_3-x"
"40";"01-01-1970 01:04:04.300";"IN_7_3-y"
"28";"01-01-1970 01:04:06.700";"IN_5_3-x"
"16";"01-01-1970 01:04:09.600";"y-S1_0"
"45";"01-01-1970 01:04:10.400";"IN_7_3-y"
"44";"01-01-1970 01:04:10.900";"IN_3_3-x"
"30";"01-01-1970 01:04:11.100";"IN_6_3-x"
"41";"01-01-1970 01:04:11.800";"IN_1_3-x"
"14";"01-01-1970 01:04:12.700";"y-S1_0"
"44";"01-01-1970 01:04:13.000";"IN_4_3-x"
"41";"01-01-1970 01:04:13.900";"IN_2_3-x"
"28";"01-01-1970 01:04:14.200";"IN_6_3-x"
"29";"01-01-1970 01:04:14.500";"y-S1_0"
"27";"01-01-1970 01:04:14.700";"IN_5_3-x"
"43";"01-01-1970 01:04:15.900";"IN_6_3-x"
"42";"01-01-1970 01:04:16.200";"IN_4_3-x"
"41";"01-01-1970 01:04:16.900";"IN_3_3-x"
"41";"01-01-1970 01:04:19.100";"IN_4_3-x"
"47";"01-01-1970 01:04:22.000";"IN_5_3-x"
"27";"01-01-1970 01:04:22.200";"IN_6_3-x"
"30";"01-01-1970 01:04:22.700";"IN_7_3-y"
"13";"01-01-1970 01:04:23.200";"y-S1_0"
"38";"01-01-1970 01:04:24.700";"y-S1_0"
"28";"01-01-1970 01:04:25.800";"IN_7_3-y"
"38";"01-01-1970 01:04:26.000";"y-S2_0"
"4";"01-01-1970 01:04:27.200";"IN_2_3-x"
"43";"01-01-1970 01:04:27.400";"IN_7_3-y"
"33";"01-01-1970 01:04:28.200";"y-S1_0"
"47";"01-01-1970 01:04:29.400";"IN_6_3-x"
"37";"01-01-1970 01:04:29.500";"IN_5_3-x"
"4";"01-01-1970 01:04:30.100";"IN_3_3-x"
"4";"01-01-1970 01:04:32.300";"IN_4_3-x"
"35";"01-01-1970 01:04:32.600";"IN_5_3-x"
"27";"01-01-1970 01:04:33.800";"IN_7_3-y"
"37";"01-01-1970 01:04:37.000";"IN_6_3-x"
"55";"01-01-1970 01:04:37.300";"IN_1_0"
"53";"01-01-1970 01:04:37.300";"IN_2_0"
"51";"01-01-1970 01:04:37.300";"IN_3_0"
"49";"01-01-1970 01:04:37.300";"IN_4_0"
"54";"01-01-1970 01:04:37.300";"IN_5_0"
"50";"01-01-1970 01:04:37.300";"IN_6_0"
"52";"01-01-1970 01:04:37.300";"IN_7_0"
"35";"01-01-1970 01:04:40.100";"IN_6_3-x"
"23";"01-01-1970 01:04:40.800";"y-S1_0"
"47";"01-01-1970 01:04:41.000";"IN_7_3-y"
"3";"01-01-1970 01:04:42.700";"IN_5_3-x"
"21";"01-01-1970 01:04:43.900";"y-S1_0"
"36";"01-01-1970 01:04:45.300";"y-S1_0"
"36";"01-01-1970 01:04:46.600";"y-S2_0"
"37";"01-01-1970 01:04:48.600";"IN_7_3-y"
"34";"01-01-1970 01:04:49.500";"IN_5_3-x"
"3";"01-01-1970 01:04:50.200";"IN_6_3-x"
"48";"01-01-1970 01:04:51.600";"IN_1_3-x"
"35";"01-01-1970 01:04:51.700";"IN_7_3-y"
"48";"01-01-1970 01:04:53.700";"IN_2_3-x"
"11";"01-01-1970 01:04:55.300";"IN_2_3-x"
"20";"01-01-1970 01:04:55.500";"y-S1_0"
"48";"01-01-1970 01:04:56.700";"IN_3_3-x"
"34";"01-01-1970 01:04:57.000";"IN_6_3-x"
"40";"01-01-1970 01:04:57.200";"y-S1_0"
"11";"01-01-1970 01:04:58.200";"IN_3_3-x"
"40";"01-01-1970 01:04:58.500";"y-S2_0"
"48";"01-01-1970 01:04:58.900";"IN_4_3-x"
"52";"01-01-1970 01:04:59.100";"IN_7_3-y"
"1";"01-01-1970 01:04:59.700";"IN_5_3-x"
"51";"01-01-1970 01:04:59.800";"IN_3_3-x"
"11";"01-01-1970 01:05:00.400";"IN_4_3-x"
"3";"01-01-1970 01:05:01.800";"IN_7_3-y"
"51";"01-01-1970 01:05:01.900";"IN_4_3-x"
"45";"01-01-1970 01:05:03.200";"y-S1_0"
"0";"01-01-1970 01:05:03.400";"z-x"
"50";"01-01-1970 01:05:04.500";"IN_6_3-x"
"49";"01-01-1970 01:05:04.900";"IN_4_3-x"
"1";"01-01-1970 01:05:07.200";"IN_6_3-x"
"34";"01-01-1970 01:05:08.600";"IN_7_3-y"
"44";"01-01-1970 01:05:09.300";"IN_5_3-x"
"62";"01-01-1970 01:05:10.500";"IN_1_0"
"60";"01-01-1970 01:05:10.500";"IN_2_0"
"58";"01-01-1970 01:05:10.500";"IN_3_0"
"56";"01-01-1970 01:05:10.500";"IN_4_0"
"61";"01-01-1970 01:05:10.500";"IN_5_0"
"57";"01-01-1970 01:05:10.500";"IN_6_0"
"59";"01-01-1970 01:05:10.500";"IN_7_0"
"0";"01-01-1970 01:05:12.200";"IN_1_3-x"
"42";"01-01-1970 01:05:12.400";"IN_5_3-x"
"0";"01-01-1970 01:05:14.400";"IN_2_3-x"
"41";"01-01-1970 01:05:15.400";"IN_5_3-x"
"9";"01-01-1970 01:05:15.700";"z-x"
"30";"01-01-1970 01:05:15.600";"y-S1_0"
"50";"01-01-1970 01:05:16.000";"IN_7_3-y"
"44";"01-01-1970 01:05:16.800";"IN_6_3-x"
"54";"01-01-1970 01:05:17.100";"IN_5_3-x"
"0";"01-01-1970 01:05:17.400";"IN_3_3-x"
"28";"01-01-1970 01:05:18.700";"y-S1_0"
"1";"01-01-1970 01:05:18.800";"IN_7_3-y"
"0";"01-01-1970 01:05:19.600";"IN_4_3-x"
"42";"01-01-1970 01:05:19.900";"IN_6_3-x"
"43";"01-01-1970 01:05:20.300";"y-S1_0"
"43";"01-01-1970 01:05:21.600";"y-S2_0"
"41";"01-01-1970 01:05:22.900";"IN_6_3-x"
"22";"01-01-1970 01:05:24.100";"z-x"
"9";"01-01-1970 01:05:24.500";"IN_1_3-x"
"54";"01-01-1970 01:05:24.500";"IN_6_3-x"
"27";"01-01-1970 01:05:26.700";"y-S1_0"
"9";"01-01-1970 01:05:26.700";"IN_2_3-x"
"18";"01-01-1970 01:05:28.200";"IN_2_3-x"
"44";"01-01-1970 01:05:28.400";"IN_7_3-y"
"4";"01-01-1970 01:05:28.600";"IN_5_3-x"
"9";"01-01-1970 01:05:29.700";"IN_3_3-x"
"18";"01-01-1970 01:05:31.100";"IN_3_3-x"
"42";"01-01-1970 01:05:31.500";"IN_7_3-y"
"9";"01-01-1970 01:05:31.900";"IN_4_3-x"
"58";"01-01-1970 01:05:32.800";"IN_3_3-x"
"22";"01-01-1970 01:05:32.900";"IN_1_3-x"
"18";"01-01-1970 01:05:33.300";"IN_4_3-x"
"47";"01-01-1970 01:05:33.900";"y-S1_0"
"6";"01-01-1970 01:05:34.200";"z-x"
"41";"01-01-1970 01:05:34.500";"IN_7_3-y"
"58";"01-01-1970 01:05:34.900";"IN_4_3-x"
"22";"01-01-1970 01:05:35.100";"IN_2_3-x"
"54";"01-01-1970 01:05:36.100";"IN_7_3-y"
"4";"01-01-1970 01:05:36.100";"IN_6_3-x"
"57";"01-01-1970 01:05:37.800";"IN_6_3-x"
"59";"01-01-1970 01:05:37.900";"IN_7_3-y"
"56";"01-01-1970 01:05:38.100";"IN_4_3-x"
"22";"01-01-1970 01:05:38.100";"IN_3_3-x"
"55";"01-01-1970 01:05:40.300";"IN_1_3-x"
"22";"01-01-1970 01:05:40.300";"IN_4_3-x"
"37";"01-01-1970 01:05:41.500";"y-S1_0"
"55";"01-01-1970 01:05:42.400";"IN_2_3-x"
"6";"01-01-1970 01:05:43.000";"IN_1_3-x"
"61";"01-01-1970 01:05:43.900";"IN_5_3-x"
"35";"01-01-1970 01:05:44.600";"y-S1_0"
"6";"01-01-1970 01:05:45.200";"IN_2_3-x"
"55";"01-01-1970 01:05:45.400";"IN_3_3-x"
"55";"01-01-1970 01:05:47.600";"IN_4_3-x"
"4";"01-01-1970 01:05:47.700";"IN_7_3-y"
"6";"01-01-1970 01:05:48.200";"IN_3_3-x"
"57";"01-01-1970 01:05:49.300";"IN_7_3-y"
"6";"01-01-1970 01:05:50.400";"IN_4_3-x"
"61";"01-01-1970 01:05:51.300";"IN_6_3-x"
"52";"01-01-1970 01:05:51.900";"y-S1_0"
"69";"01-01-1970 01:05:54.200";"IN_1_0"
"67";"01-01-1970 01:05:54.200";"IN_2_0"
"65";"01-01-1970 01:05:54.200";"IN_3_0"
"63";"01-01-1970 01:05:54.200";"IN_4_0"
"68";"01-01-1970 01:05:54.200";"IN_5_0"
"64";"01-01-1970 01:05:54.200";"IN_6_0"
"66";"01-01-1970 01:05:54.200";"IN_7_0"
"3";"01-01-1970 01:05:54.700";"y-S1_0"
"48";"01-01-1970 01:05:55.200";"IN_5_3-x"
"3";"01-01-1970 01:05:56.000";"y-S2_0"
"11";"01-01-1970 01:05:56.700";"IN_5_3-x"
"3";"01-01-1970 01:05:57.300";"y-S3_0"
"25";"01-01-1970 01:05:58.100";"IN_2_3-x"
"51";"01-01-1970 01:05:58.200";"IN_5_3-x"
"3";"01-01-1970 01:05:58.600";"y-S4_0"
"25";"01-01-1970 01:06:01.000";"IN_3_3-x"
"49";"01-01-1970 01:06:01.100";"IN_5_3-x"
"34";"01-01-1970 01:06:01.500";"y-S1_0"
"48";"01-01-1970 01:06:02.700";"IN_6_3-x"
"61";"01-01-1970 01:06:02.900";"IN_7_3-y"
"25";"01-01-1970 01:06:03.200";"IN_4_3-x"
"11";"01-01-1970 01:06:04.200";"IN_6_3-x"
"51";"01-01-1970 01:06:05.700";"IN_6_3-x"
"49";"01-01-1970 01:06:08.600";"IN_6_3-x"
"50";"01-01-1970 01:06:08.900";"y-S1_0"
"1";"01-01-1970 01:06:11.700";"y-S1_0"
"1";"01-01-1970 01:06:13.000";"y-S2_0"
"62";"01-01-1970 01:06:13.500";"IN_1_3-x"
"48";"01-01-1970 01:06:14.300";"IN_7_3-y"
"1";"01-01-1970 01:06:14.300";"y-S3_0"
"1";"01-01-1970 01:06:15.600";"y-S4_0"
"62";"01-01-1970 01:06:15.600";"IN_2_3-x"
"11";"01-01-1970 01:06:15.800";"IN_7_3-y"
"0";"01-01-1970 01:06:15.900";"IN_5_3-x"
"51";"01-01-1970 01:06:17.300";"IN_7_3-y"
"62";"01-01-1970 01:06:18.600";"IN_3_3-x"
"23";"01-01-1970 01:06:19.200";"z-x"
"49";"01-01-1970 01:06:20.200";"IN_7_3-y"
"65";"01-01-1970 01:06:20.400";"IN_3_3-x"
"62";"01-01-1970 01:06:20.800";"IN_4_3-x"
"44";"01-01-1970 01:06:21.300";"y-S1_0"
"66";"01-01-1970 01:06:22.000";"IN_7_3-y"
"65";"01-01-1970 01:06:22.500";"IN_4_3-x"
"0";"01-01-1970 01:06:23.400";"IN_6_3-x"
"63";"01-01-1970 01:06:24.200";"IN_4_3-x"
"42";"01-01-1970 01:06:24.400";"y-S1_0"
"64";"01-01-1970 01:06:25.100";"IN_6_3-x"
"41";"01-01-1970 01:06:27.400";"y-S1_0"
"23";"01-01-1970 01:06:28.000";"IN_1_3-x"
"9";"01-01-1970 01:06:28.200";"IN_5_3-x"
"54";"01-01-1970 01:06:29.000";"y-S1_0"
"18";"01-01-1970 01:06:29.600";"IN_5_3-x"
"23";"01-01-1970 01:06:30.200";"IN_2_3-x"
"54";"01-01-1970 01:06:30.300";"y-S2_0"
"76";"01-01-1970 01:06:30.500";"IN_1_0"
"74";"01-01-1970 01:06:30.500";"IN_2_0"
"72";"01-01-1970 01:06:30.500";"IN_3_0"
"70";"01-01-1970 01:06:30.500";"IN_4_0"
"75";"01-01-1970 01:06:30.500";"IN_5_0"
"71";"01-01-1970 01:06:30.500";"IN_6_0"
"73";"01-01-1970 01:06:30.500";"IN_7_0"
"59";"01-01-1970 01:06:30.700";"y-S1_0"
"58";"01-01-1970 01:06:31.200";"IN_5_3-x"
"32";"01-01-1970 01:06:32.900";"IN_2_3-x"
"23";"01-01-1970 01:06:33.200";"IN_3_3-x"
"56";"01-01-1970 01:06:34.300";"IN_5_3-x"
"0";"01-01-1970 01:06:35.000";"IN_7_3-y"
"23";"01-01-1970 01:06:35.400";"IN_4_3-x"
"9";"01-01-1970 01:06:35.700";"IN_6_3-x"
"32";"01-01-1970 01:06:35.800";"IN_3_3-x"
"64";"01-01-1970 01:06:36.600";"IN_7_3-y"
"22";"01-01-1970 01:06:36.600";"IN_5_3-x"
"18";"01-01-1970 01:06:37.100";"IN_6_3-x"
"32";"01-01-1970 01:06:38.000";"IN_4_3-x"
"68";"01-01-1970 01:06:38.300";"IN_5_3-x"
"58";"01-01-1970 01:06:38.700";"IN_6_3-x"
"40";"01-01-1970 01:06:39.400";"z-x"
"4";"01-01-1970 01:06:40.600";"y-S1_0"
"45";"01-01-1970 01:06:41.600";"z-x"
"56";"01-01-1970 01:06:41.800";"IN_6_3-x"
"57";"01-01-1970 01:06:42.200";"y-S1_0"
"57";"01-01-1970 01:06:43.500";"y-S2_0"
"55";"01-01-1970 01:06:43.900";"IN_5_3-x"
"22";"01-01-1970 01:06:44.100";"IN_6_3-x"
"68";"01-01-1970 01:06:45.700";"IN_6_3-x"
"6";"01-01-1970 01:06:46.700";"IN_5_3-x"
"9";"01-01-1970 01:06:47.300";"IN_7_3-y"
"40";"01-01-1970 01:06:48.200";"IN_1_3-x"
"18";"01-01-1970 01:06:48.700";"IN_7_3-y"
"58";"01-01-1970 01:06:50.300";"IN_7_3-y"
"45";"01-01-1970 01:06:50.400";"IN_1_3-x"
"40";"01-01-1970 01:06:50.400";"IN_2_3-x"
"55";"01-01-1970 01:06:51.400";"IN_6_3-x"
"45";"01-01-1970 01:06:52.600";"IN_2_3-x"
"56";"01-01-1970 01:06:53.400";"IN_7_3-y"
"40";"01-01-1970 01:06:53.400";"IN_3_3-x"
"6";"01-01-1970 01:06:54.200";"IN_6_3-x"
"45";"01-01-1970 01:06:55.600";"IN_3_3-x"
"40";"01-01-1970 01:06:55.600";"IN_4_3-x"
"22";"01-01-1970 01:06:55.700";"IN_7_3-y"
"61";"01-01-1970 01:06:55.800";"y-S1_0"
"69";"01-01-1970 01:06:57.200";"IN_1_3-x"
"68";"01-01-1970 01:06:57.300";"IN_7_3-y"
"72";"01-01-1970 01:06:57.400";"IN_3_3-x"
"71";"01-01-1970 01:06:57.700";"IN_6_3-x"
"45";"01-01-1970 01:06:57.800";"IN_4_3-x"
"83";"01-01-1970 01:06:57.900";"IN_1_0"
"81";"01-01-1970 01:06:57.900";"IN_2_0"
"79";"01-01-1970 01:06:57.900";"IN_3_0"
"77";"01-01-1970 01:06:57.900";"IN_4_0"
"82";"01-01-1970 01:06:57.900";"IN_5_0"
"78";"01-01-1970 01:06:57.900";"IN_6_0"
"80";"01-01-1970 01:06:57.900";"IN_7_0"
"73";"01-01-1970 01:06:59.000";"IN_7_3-y"
"69";"01-01-1970 01:06:59.300";"IN_2_3-x"
"72";"01-01-1970 01:06:59.500";"IN_4_3-x"
"25";"01-01-1970 01:06:59.500";"IN_5_3-x"
"39";"01-01-1970 01:07:00.800";"IN_2_3-x"
"70";"01-01-1970 01:07:01.100";"IN_4_3-x"
"69";"01-01-1970 01:07:02.300";"IN_3_3-x"
"55";"01-01-1970 01:07:03.000";"IN_7_3-y"
"39";"01-01-1970 01:07:03.700";"IN_3_3-x"
"75";"01-01-1970 01:07:03.900";"IN_5_3-x"
"69";"01-01-1970 01:07:04.500";"IN_4_3-x"
"6";"01-01-1970 01:07:05.800";"IN_7_3-y"
"39";"01-01-1970 01:07:05.900";"IN_4_3-x"
"25";"01-01-1970 01:07:07.000";"IN_6_3-x"
"48";"01-01-1970 01:07:07.200";"y-S1_0"
"11";"01-01-1970 01:07:08.700";"y-S1_0"
"71";"01-01-1970 01:07:09.200";"IN_7_3-y"
"11";"01-01-1970 01:07:10.000";"y-S2_0"
"51";"01-01-1970 01:07:10.200";"y-S1_0"
"75";"01-01-1970 01:07:11.300";"IN_6_3-x"
"49";"01-01-1970 01:07:13.100";"y-S1_0"
"66";"01-01-1970 01:07:14.800";"y-S1_0"
"66";"01-01-1970 01:07:16.100";"y-S2_0"
"62";"01-01-1970 01:07:17.100";"IN_5_3-x"
"25";"01-01-1970 01:07:18.600";"IN_7_3-y"
"65";"01-01-1970 01:07:18.800";"IN_5_3-x"
"79";"01-01-1970 01:07:20.200";"IN_3_3-x"
"80";"01-01-1970 01:07:20.200";"IN_7_3-y"
"63";"01-01-1970 01:07:20.400";"IN_5_3-x"
"79";"01-01-1970 01:07:22.300";"IN_4_3-x"
"35";"01-01-1970 01:07:23.000";"z-x"
"75";"01-01-1970 01:07:22.900";"IN_7_3-y"
"62";"01-01-1970 01:07:24.600";"IN_6_3-x"
